
# Explanation:
#   SampleID: unique folder name for each sample.
#   Rwp(%)   : final Rwp in percent (Bragg-Only, Conventional line).
#   ZeroShift: final zero shift (degrees).
#   Biso_O1  : isotropic displacement parameter for atom O1.
#   Biso_O2  : isotropic displacement parameter for atom O2.
#   Biso_O3  : isotropic displacement parameter for atom O3.
#   Biso_Pb  : isotropic displacement parameter for atom Pb.
#   Biso_S  : isotropic displacement parameter for atom S.
#   Scale    : final scale factor.
#   U, V, W  : final peak shape parameters.
#   a, b, c  : orthorhombic lattice parameters (Å).
#   Status   : parse result from .out (OK, NO_OUT, NEG_BISO, etc.).
#   Class    : classification label [CLOSE, BOUNDARY, INVALID].
#   FirstBragg: first bragg peak 2theta from .prf

Run: 1
DateTime: 2025-05-05_13-38-19
Crystal Structure: orthorhombic
# If 'sample1' is found, we define reference_rwp = that sample's Rwp => Rref.
# Reference Rwp (Rref) from sample1 => 7.370
# Thresholds => Close < (Rref+10), Boundary < (Rref+20), else Invalid.
# SampleID        Rwp(%)    ZeroShift    Biso_O1  Biso_O2  Biso_O3  Biso_Pb  Biso_S  Scale      U        V        W       a        b        c      FirstBragg   Status     Class
sample1125      15.200     -0.04641   1.98964   1.46872   1.31852   1.41333   0.41848      1.481764   0.15563  -0.45582   0.41887   8.47907  5.39631  6.95821    20.42890  OK        CLOSE
sample1126       9.220     -0.07141   1.98954   1.46850   1.31859   1.41326   0.41846      1.481023   0.15556  -0.45559   0.41950   8.47864  5.39658  6.95856    20.40370  OK        CLOSE
sample1127      13.400     -0.12141   1.98974   1.46865   1.31845   1.41340   0.41850      1.479543   0.15571  -0.45605   0.41908   8.47949  5.39712  6.95786    20.35410  OK        CLOSE
sample1128      10.100     -0.11516   1.98987   1.46852   1.31867   1.41335   0.41851      1.481208   0.15573  -0.45599   0.41871   8.47811  5.39665  6.95813    20.36130  OK        CLOSE
sample1129       9.200     -0.06516   1.98967   1.46867   1.31854   1.41320   0.41847      1.479728   0.15558  -0.45554   0.41913   8.47896  5.39719  6.95882    20.40920  OK        CLOSE
sample113        7.580     -0.08093   1.98958   1.46853   1.31868   1.41327   0.41848      1.480452   0.15560  -0.45632   0.41921   8.47944  5.39696  6.95867    20.39320  OK        CLOSE
sample1130      16.700     -0.04016   1.98957   1.46859   1.31860   1.41328   0.41849      1.480468   0.15565  -0.45576   0.41892   8.47854  5.39692  6.95778    20.43650  OK        CLOSE
sample1131       7.630     -0.09016   1.98977   1.46874   1.31847   1.41342   0.41844      1.480536   0.15550  -0.45622   0.41934   8.47939  5.39638  6.95847    20.38440  OK        CLOSE
sample1132       8.950     -0.10266   1.98982   1.46863   1.31870   1.41331   0.41843      1.480098   0.15569  -0.45565   0.41882   8.47875  5.39705  6.95830    20.37280  OK        CLOSE
sample1133      12.000     -0.05266   1.98962   1.46848   1.31857   1.41345   0.41848      1.481579   0.15554  -0.45611   0.41924   8.47960  5.39651  6.95899    20.42080  OK        CLOSE
sample1134       9.390     -0.07766   1.98952   1.46870   1.31864   1.41338   0.41846      1.480838   0.15577  -0.45633   0.41903   8.47832  5.39624  6.95795    20.39890  OK        CLOSE
sample1135      14.900     -0.12766   1.98972   1.46856   1.31850   1.41324   0.41850      1.479357   0.15562  -0.45588   0.41945   8.47917  5.39678  6.95865    20.34680  OK        CLOSE
sample1136      15.300     -0.13078   1.98971   1.46847   1.31850   1.41328   0.41848      1.481671   0.15547  -0.45602   0.41895   8.47838  5.39715  6.95852    20.34470  OK        CLOSE
sample1137       8.150     -0.08078   1.98991   1.46862   1.31863   1.41343   0.41844      1.479555   0.15562  -0.45557   0.41937   8.47923  5.39662  6.95782    20.39510  OK        CLOSE
sample1138      12.400     -0.05578   1.98981   1.46855   1.31856   1.41335   0.41850      1.479450   0.15555  -0.45579   0.41874   8.47880  5.39635  6.95887    20.41870  OK        CLOSE
sample1139      10.000     -0.10578   1.98961   1.46869   1.31869   1.41321   0.41846      1.480931   0.15570  -0.45625   0.41916   8.47965  5.39688  6.95817    20.36910  OK        CLOSE
sample114       12.100     -0.05593   1.98968   1.46861   1.31848   1.41320   0.41846      1.482135   0.15568  -0.45609   0.41900   8.47816  5.39723  6.95832    20.42010  OK        CLOSE
sample1140       7.540     -0.09328   1.98966   1.46866   1.31846   1.41339   0.41847      1.479764   0.15559  -0.45568   0.41905   8.47859  5.39648  6.95869    20.38170  OK        CLOSE
sample1141      14.600     -0.04328   1.98986   1.46851   1.31859   1.41325   0.41851      1.481301   0.15574  -0.45614   0.41947   8.47944  5.39702  6.95800    20.43210  OK        CLOSE
sample1142       9.590     -0.06828   1.98976   1.46873   1.31853   1.41332   0.41845      1.482041   0.15551  -0.45636   0.41884   8.47817  5.39675  6.95904    20.40650  OK        CLOSE
sample1143      11.300     -0.11828   1.98956   1.46858   1.31866   1.41346   0.41849      1.480561   0.15566  -0.45591   0.41926   8.47902  5.39621  6.95834    20.35690  OK        CLOSE
sample1144      13.000     -0.12453   1.98968   1.46871   1.31848   1.41341   0.41848      1.481486   0.15568  -0.45574   0.41942   8.47870  5.39695  6.95791    20.35170  OK        CLOSE
sample1145       8.530     -0.07453   1.98988   1.46857   1.31861   1.41327   0.41844      1.480005   0.15553  -0.45619   0.41900   8.47954  5.39641  6.95861    20.39970  OK        CLOSE
sample1146      14.500     -0.04953   1.98978   1.46864   1.31854   1.41320   0.41850      1.479265   0.15576  -0.45597   0.41921   8.47827  5.39668  6.95826    20.42650  OK        CLOSE
sample1147       9.560     -0.09953   1.98958   1.46849   1.31868   1.41334   0.41846      1.480746   0.15560  -0.45551   0.41879   8.47912  5.39722  6.95895    20.37450  OK        CLOSE
sample1148       8.790     -0.11203   1.98963   1.46853   1.31851   1.41323   0.41845      1.479635   0.15572  -0.45631   0.41952   8.47806  5.39628  6.95773    20.36520  OK        CLOSE
sample1149      10.600     -0.06203   1.98983   1.46868   1.31864   1.41337   0.41849      1.481116   0.15557  -0.45585   0.41911   8.47891  5.39682  6.95843    20.41310  OK        CLOSE
sample115       10.100     -0.10593   1.98987   1.46846   1.31862   1.41334   0.41850      1.480655   0.15553  -0.45563   0.41942   8.47901  5.39669  6.95902    20.36800  OK        CLOSE
sample1150       7.410     -0.08703   1.98973   1.46846   1.31858   1.41344   0.41843      1.481257   0.15564  -0.45562   0.41931   8.47848  5.39709  6.95808    20.38910  OK        CLOSE
sample1151      17.200     -0.13703   1.98953   1.46860   1.31871   1.41330   0.41847      1.480376   0.15549  -0.45608   0.41890   8.47933  5.39655  6.95878    20.33710  OK        CLOSE
sample1152      14.800     -0.13664   1.98976   1.46865   1.31870   1.41345   0.41850      1.480642   0.15558  -0.45619   0.41884   8.47835  5.39631  6.95817    20.33950  OK        CLOSE
sample1153       7.570     -0.08664   1.98956   1.46850   1.31857   1.41331   0.41846      1.480959   0.15574  -0.45573   0.41926   8.47919  5.39684  6.95887    20.38740  OK        CLOSE
sample1154      11.100     -0.06164   1.98966   1.46872   1.31863   1.41324   0.41848      1.481382   0.15551  -0.45550   0.41905   8.47877  5.39712  6.95783    20.41470  OK        CLOSE
sample1155      11.200     -0.11164   1.98986   1.46857   1.31850   1.41338   0.41843      1.479901   0.15566  -0.45596   0.41947   8.47962  5.39658  6.95852    20.36260  OK        CLOSE
sample1156       8.180     -0.09914   1.98971   1.46846   1.31867   1.41320   0.41845      1.481012   0.15547  -0.45585   0.41874   8.47856  5.39698  6.95835    20.37650  OK        CLOSE
sample1157      13.000     -0.04914   1.98951   1.46861   1.31854   1.41334   0.41849      1.479531   0.15562  -0.45630   0.41915   8.47941  5.39644  6.95904    20.42440  OK        CLOSE
sample1158       9.470     -0.07414   1.98961   1.46854   1.31860   1.41341   0.41847      1.480271   0.15554  -0.45608   0.41894   8.47813  5.39671  6.95800    20.40250  OK        CLOSE
sample1159      14.700     -0.12414   1.98981   1.46868   1.31847   1.41327   0.41851      1.481752   0.15570  -0.45562   0.41936   8.47898  5.39725  6.95870    20.35040  OK        CLOSE
sample116        7.320     -0.09343   1.98973   1.46857   1.31852   1.41324   0.41849      1.480981   0.15564  -0.45620   0.41889   8.47837  5.39682  6.95780    20.38330  OK        CLOSE
sample1160      12.000     -0.11789   1.98979   1.46856   1.31865   1.41333   0.41850      1.480456   0.15572  -0.45556   0.41931   8.47867  5.39651  6.95896    20.35650  OK        CLOSE
sample1161       9.100     -0.06789   1.98959   1.46870   1.31852   1.41347   0.41846      1.481937   0.15557  -0.45602   0.41889   8.47951  5.39705  6.95826    20.40690  OK        CLOSE
sample1162      15.500     -0.04289   1.98969   1.46848   1.31859   1.41340   0.41848      1.481197   0.15564  -0.45625   0.41952   8.47824  5.39678  6.95861    20.43260  OK        CLOSE
sample1163       7.550     -0.09289   1.98989   1.46863   1.31845   1.41325   0.41844      1.479578   0.15549  -0.45579   0.41910   8.47909  5.39624  6.95791    20.38300  OK        CLOSE
sample1164       9.580     -0.10539   1.98974   1.46874   1.31868   1.41336   0.41843      1.480827   0.15568  -0.45613   0.41921   8.47803  5.39718  6.95878    20.37000  OK        CLOSE
sample1165      12.800     -0.05539   1.98954   1.46859   1.31855   1.41322   0.41847      1.479346   0.15553  -0.45568   0.41879   8.47888  5.39665  6.95809    20.42040  OK        CLOSE
sample1166       8.290     -0.08039   1.98964   1.46867   1.31862   1.41329   0.41845      1.480086   0.15576  -0.45590   0.41942   8.47845  5.39637  6.95844    20.39520  OK        CLOSE
sample1167      14.800     -0.13039   1.98984   1.46852   1.31849   1.41343   0.41849      1.481567   0.15560  -0.45636   0.41900   8.47930  5.39691  6.95774    20.34560  OK        CLOSE
sample1168      13.700     -0.12727   1.98957   1.46858   1.31851   1.41337   0.41847      1.479439   0.15548  -0.45553   0.41949   8.47851  5.39701  6.95805    20.34890  OK        CLOSE
sample1169       8.100     -0.07727   1.98977   1.46873   1.31864   1.41323   0.41843      1.479569   0.15563  -0.45599   0.41907   8.47935  5.39647  6.95874    20.39690  OK        CLOSE
sample117       15.500     -0.04343   1.98953   1.46872   1.31865   1.41338   0.41845      1.480284   0.15549  -0.45575   0.41931   8.47922  5.39628  6.95850    20.43130  OK        CLOSE
sample1170      14.700     -0.05227   1.98987   1.46851   1.31858   1.41330   0.41849      1.481660   0.15555  -0.45622   0.41929   8.47808  5.39621  6.95839    20.42370  OK        CLOSE
sample1171       9.450     -0.10227   1.98967   1.46866   1.31871   1.41344   0.41845      1.480179   0.15571  -0.45576   0.41887   8.47893  5.39675  6.95909    20.37170  OK        CLOSE
sample1172       7.520     -0.08977   1.98952   1.46869   1.31848   1.41326   0.41846      1.481105   0.15559  -0.45610   0.41939   8.47829  5.39661  6.95787    20.38700  OK        CLOSE
sample1173      14.800     -0.03977   1.98972   1.46855   1.31861   1.41340   0.41851      1.480549   0.15575  -0.45565   0.41897   8.47914  5.39715  6.95857    20.43490  OK        CLOSE
sample1174      10.400     -0.06477   1.98982   1.46862   1.31854   1.41333   0.41844      1.479809   0.15552  -0.45587   0.41918   8.47872  5.39688  6.95822    20.41090  OK        CLOSE
sample1175      11.900     -0.11477   1.98962   1.46847   1.31868   1.41319   0.41848      1.481289   0.15567  -0.45633   0.41876   8.47956  5.39634  6.95891    20.35880  OK        CLOSE
sample1176      12.100     -0.12102   1.98960   1.46860   1.31846   1.41325   0.41849      1.479253   0.15569  -0.45616   0.41902   8.47819  5.39681  6.95848    20.35470  OK        CLOSE
sample1177      10.300     -0.07102   1.98980   1.46845   1.31859   1.41339   0.41845      1.480734   0.15554  -0.45570   0.41944   8.47903  5.39627  6.95778    20.40510  OK        CLOSE
sample1178      14.500     -0.04602   1.98990   1.46868   1.31853   1.41346   0.41851      1.481475   0.15577  -0.45548   0.41881   8.47861  5.39654  6.95883    20.42870  OK        CLOSE
sample1179       8.360     -0.09602   1.98970   1.46853   1.31866   1.41332   0.41847      1.479994   0.15561  -0.45593   0.41923   8.47946  5.39708  6.95813    20.37910  OK        CLOSE
sample118       10.100     -0.06843   1.98963   1.46850   1.31845   1.41345   0.41847      1.479544   0.15572  -0.45552   0.41910   8.47880  5.39655  6.95815    20.40730  OK        CLOSE
sample1180       9.690     -0.10852   1.98955   1.46849   1.31849   1.41342   0.41846      1.481845   0.15573  -0.45582   0.41892   8.47882  5.39641  6.95865    20.36630  OK        CLOSE
sample1181      11.200     -0.05852   1.98975   1.46864   1.31863   1.41328   0.41850      1.480364   0.15557  -0.45627   0.41934   8.47967  5.39695  6.95796    20.41670  OK        CLOSE
sample1182       7.560     -0.08352   1.98985   1.46856   1.31856   1.41321   0.41844      1.479865   0.15565  -0.45605   0.41871   8.47840  5.39722  6.95900    20.39110  OK        CLOSE
sample1183      15.800     -0.13352   1.98965   1.46871   1.31869   1.41335   0.41848      1.481104   0.15550  -0.45559   0.41913   8.47925  5.39668  6.95831    20.34150  OK        CLOSE
sample1184      15.600     -0.13195   1.98987   1.46846   1.31855   1.41329   0.41847      1.480595   0.15557  -0.45632   0.41906   8.47874  5.39676  6.95876    20.34270  OK        CLOSE
sample1185       8.190     -0.08195   1.98967   1.46861   1.31868   1.41344   0.41851      1.482076   0.15573  -0.45586   0.41948   8.47959  5.39622  6.95807    20.39310  OK        CLOSE
sample1186      12.800     -0.05695   1.98957   1.46853   1.31848   1.41336   0.41845      1.481336   0.15549  -0.45563   0.41885   8.47832  5.39649  6.95841    20.41880  OK        CLOSE
sample1187       9.610     -0.10695   1.98977   1.46868   1.31861   1.41322   0.41849      1.479855   0.15565  -0.45609   0.41927   8.47917  5.39703  6.95772    20.36920  OK        CLOSE
sample1188       7.630     -0.09445   1.98982   1.46864   1.31851   1.41340   0.41848      1.480240   0.15553  -0.45575   0.41896   8.47811  5.39636  6.95894    20.38060  OK        CLOSE
sample1189      14.700     -0.04445   1.98962   1.46850   1.31865   1.41326   0.41844      1.479485   0.15569  -0.45620   0.41938   8.47896  5.39690  6.95824    20.43100  OK        CLOSE
sample119       14.000     -0.11843   1.98983   1.46864   1.31858   1.41331   0.41843      1.481025   0.15557  -0.45597   0.41952   8.47965  5.39709  6.95885    20.35520  OK        CLOSE
sample1190       8.990     -0.06945   1.98952   1.46872   1.31845   1.41333   0.41850      1.480225   0.15561  -0.45598   0.41875   8.47853  5.39717  6.95859    20.40580  OK        CLOSE
sample1191      12.000     -0.11945   1.98972   1.46857   1.31858   1.41347   0.41846      1.481706   0.15576  -0.45552   0.41917   8.47938  5.39663  6.95789    20.35620  OK        CLOSE
sample1192      10.700     -0.11320   1.98989   1.46873   1.31853   1.41342   0.41845      1.480410   0.15574  -0.45569   0.41943   8.47821  5.39710  6.95833    20.36280  OK        CLOSE
sample1193      10.100     -0.06320   1.98969   1.46859   1.31866   1.41328   0.41849      1.481891   0.15559  -0.45615   0.41901   8.47906  5.39656  6.95902    20.41070  OK        CLOSE
sample1194      18.000     -0.03820   1.98959   1.46866   1.31847   1.41321   0.41843      1.481151   0.15567  -0.45637   0.41922   8.47864  5.39629  6.95798    20.43800  OK        BOUNDARY
sample1195       7.670     -0.08820   1.98979   1.46851   1.31860   1.41335   0.41847      1.479388   0.15551  -0.45592   0.41880   8.47949  5.39683  6.95868    20.38590  OK        CLOSE
sample1196       7.950     -0.10070   1.98984   1.46855   1.31856   1.41324   0.41848      1.479934   0.15563  -0.45603   0.41932   8.47842  5.39670  6.95815    20.37540  OK        CLOSE
sample1197      11.700     -0.05070   1.98964   1.46870   1.31870   1.41338   0.41844      1.479300   0.15547  -0.45558   0.41891   8.47927  5.39723  6.95885    20.42330  OK        CLOSE
sample1198       9.200     -0.07570   1.98954   1.46848   1.31850   1.41345   0.41850      1.480040   0.15571  -0.45580   0.41912   8.47800  5.39696  6.95780    20.40140  OK        CLOSE
sample1199      13.300     -0.12570   1.98974   1.46862   1.31863   1.41331   0.41846      1.481521   0.15555  -0.45626   0.41869   8.47885  5.39642  6.95850    20.34930  OK        CLOSE
sample12         9.740     -0.10671   1.98959   1.46854   1.31846   1.41331   0.41850      1.482020   0.15572  -0.45587   0.41927   8.47831  5.39720  6.95849    20.36890  OK        CLOSE
sample120       12.400     -0.12468   1.98980   1.46852   1.31853   1.41329   0.41843      1.479729   0.15555  -0.45615   0.41916   8.47806  5.39662  6.95841    20.35130  OK        CLOSE
sample1200      13.600     -0.12883   1.98968   1.46871   1.31862   1.41321   0.41844      1.479577   0.15554  -0.45566   0.41924   8.47805  5.39659  6.95863    20.34680  OK        CLOSE
sample1201       8.050     -0.07883   1.98988   1.46856   1.31849   1.41336   0.41849      1.480076   0.15570  -0.45612   0.41883   8.47890  5.39713  6.95793    20.39720  OK        CLOSE
sample1202      12.100     -0.05383   1.98978   1.46863   1.31869   1.41343   0.41846      1.481798   0.15562  -0.45635   0.41946   8.47848  5.39686  6.95898    20.42070  OK        CLOSE
sample1203       8.940     -0.10383   1.98958   1.46849   1.31856   1.41329   0.41851      1.480318   0.15577  -0.45589   0.41904   8.47933  5.39632  6.95828    20.37110  OK        CLOSE
sample1204       7.630     -0.09133   1.98963   1.46860   1.31859   1.41346   0.41850      1.480954   0.15558  -0.45600   0.41914   8.47869  5.39727  6.95846    20.38400  OK        CLOSE
sample1205      15.800     -0.04133   1.98983   1.46874   1.31846   1.41332   0.41845      1.480688   0.15574  -0.45555   0.41872   8.47954  5.39673  6.95776    20.43440  OK        CLOSE
sample1206      10.400     -0.06633   1.98973   1.46852   1.31866   1.41325   0.41848      1.479947   0.15550  -0.45578   0.41935   8.47827  5.39646  6.95881    20.40880  OK        CLOSE
sample1207      11.800     -0.11633   1.98953   1.46867   1.31852   1.41339   0.41843      1.481428   0.15566  -0.45623   0.41893   8.47911  5.39700  6.95811    20.35920  OK        CLOSE
sample1208      11.300     -0.12258   1.98970   1.46851   1.31861   1.41334   0.41844      1.479392   0.15564  -0.45629   0.41888   8.47858  5.39626  6.95785    20.35390  OK        CLOSE
sample1209       8.450     -0.07258   1.98990   1.46865   1.31847   1.41320   0.41848      1.480873   0.15548  -0.45583   0.41930   8.47943  5.39680  6.95854    20.40180  OK        CLOSE
sample121        8.740     -0.07468   1.98960   1.46866   1.31866   1.41343   0.41848      1.481210   0.15570  -0.45569   0.41874   8.47891  5.39716  6.95772    20.40170  OK        CLOSE
sample1210      14.500     -0.04758   1.98980   1.46858   1.31867   1.41327   0.41846      1.481613   0.15572  -0.45560   0.41909   8.47816  5.39707  6.95820    20.42870  OK        CLOSE
sample1211       8.370     -0.09758   1.98961   1.46873   1.31854   1.41341   0.41850      1.480133   0.15556  -0.45606   0.41951   8.47901  5.39653  6.95889    20.37660  OK        CLOSE
sample1212       9.600     -0.11008   1.98966   1.46862   1.31864   1.41330   0.41851      1.481984   0.15576  -0.45572   0.41877   8.47837  5.39693  6.95802    20.36630  OK        CLOSE
sample1213      11.200     -0.06008   1.98985   1.46847   1.31851   1.41344   0.41847      1.480503   0.15560  -0.45617   0.41919   8.47922  5.39639  6.95872    20.41420  OK        CLOSE
