
# Explanation:
#   SampleID: unique folder name for each sample.
#   Rwp(%)   : final Rwp in percent (Bragg-Only, Conventional line).
#   ZeroShift: final zero shift (degrees).
#   Biso_Ce  : isotropic displacement parameter for atom Ce.
#   Biso_O  : isotropic displacement parameter for atom O.
#   Scale    : final scale factor.
#   U, V, W  : final peak shape parameters.
#   a        : cubic lattice parameter (Å).
#   Status   : parse result from .out (OK, NO_OUT, NEG_BISO, etc.).
#   Class    : classification label [CLOSE, BOUNDARY, INVALID].
#   FirstBragg: first bragg peak 2theta from .prf

Run: 1
DateTime: 2025-05-12_05-34-00
Crystal Structure: cubic
# If 'sample1' is found, we define reference_rwp = that sample's Rwp => Rref.
# Reference Rwp (Rref) from sample1 => 12.600
# Thresholds => Close < (Rref+10), Boundary < (Rref+20), else Invalid.
# SampleID        Rwp(%)    ZeroShift    Biso_Ce  Biso_O  Scale      U        V        W       a      FirstBragg   Status     Class
sample1179      12.700     -0.01971   0.03938   0.84883      0.000644   0.02154  -0.03966   0.01965   5.41162    28.52560  OK        CLOSE
sample118       13.500     -0.01557   0.03938   0.84883      0.000645   0.02155  -0.03965   0.01965   5.41141    28.53090  OK        CLOSE
sample1180      12.600     -0.02158   0.03938   0.84889      0.000644   0.02154  -0.03963   0.01964   5.41142    28.52490  OK        CLOSE
sample1181      13.200     -0.01408   0.03938   0.84881      0.000644   0.02156  -0.03967   0.01966   5.41169    28.53090  OK        CLOSE
sample1182      13.200     -0.01783   0.03938   0.84893      0.000643   0.02153  -0.03969   0.01965   5.41129    28.52930  OK        CLOSE
sample1183      15.300     -0.02533   0.03938   0.84885      0.000644   0.02155  -0.03965   0.01968   5.41156    28.52040  OK        CLOSE
sample1184      14.000     -0.02510   0.03938   0.84890      0.000644   0.02154  -0.03969   0.01964   5.41140    28.52150  OK        CLOSE
sample1185      12.700     -0.01760   0.03938   0.84882      0.000644   0.02157  -0.03966   0.01966   5.41167    28.52750  OK        CLOSE
sample1186      15.200     -0.01385   0.03938   0.84886      0.000644   0.02153  -0.03963   0.01965   5.41126    28.53340  OK        CLOSE
sample1187      12.800     -0.02135   0.03938   0.84878      0.000644   0.02155  -0.03967   0.01967   5.41153    28.52450  OK        CLOSE
sample1188      13.000     -0.01947   0.03938   0.84893      0.000644   0.02155  -0.03968   0.01967   5.41119    28.52820  OK        CLOSE
sample1189      15.100     -0.01197   0.03938   0.84884      0.000644   0.02153  -0.03964   0.01965   5.41146    28.53420  OK        CLOSE
sample119       14.600     -0.02307   0.03938   0.84891      0.000644   0.02152  -0.03969   0.01967   5.41169    28.52190  OK        CLOSE
sample1190      13.900     -0.01572   0.03938   0.84888      0.000644   0.02156  -0.03963   0.01968   5.41133    28.53120  OK        CLOSE
sample1191      14.100     -0.02322   0.03938   0.84880      0.000645   0.02154  -0.03966   0.01966   5.41160    28.52220  OK        CLOSE
sample1192      12.500     -0.02229   0.03938   0.84885      0.000644   0.02154  -0.03970   0.01968   5.41123    28.52520  OK        CLOSE
sample1193      13.500     -0.01479   0.03938   0.84894      0.000644   0.02156  -0.03966   0.01966   5.41150    28.53120  OK        CLOSE
sample1194      16.800     -0.01104   0.03938   0.84881      0.000643   0.02152  -0.03964   0.01967   5.41136    28.53570  OK        CLOSE
sample1195      12.700     -0.01854   0.03938   0.84889      0.000644   0.02155  -0.03968   0.01965   5.41163    28.52670  OK        CLOSE
sample1196      12.600     -0.02041   0.03938   0.84883      0.000644   0.02155  -0.03969   0.01965   5.41129    28.52670  OK        CLOSE
sample1197      14.000     -0.01291   0.03938   0.84891      0.000644   0.02153  -0.03965   0.01967   5.41157    28.53270  OK        CLOSE
sample1198      14.200     -0.01666   0.03938   0.84879      0.000645   0.02156  -0.03963   0.01964   5.41116    28.53120  OK        CLOSE
sample1199      13.600     -0.02416   0.03938   0.84887      0.000644   0.02154  -0.03967   0.01966   5.41143    28.52220  OK        CLOSE
sample12        12.500     -0.02131   0.03938   0.84887      0.000644   0.02156  -0.03964   0.01965   5.41126    28.52600  OK        CLOSE
sample120       12.700     -0.02401   0.03938   0.84886      0.000644   0.02153  -0.03968   0.01965   5.41118    28.52370  OK        CLOSE
sample1200      12.900     -0.02463   0.03938   0.84889      0.000643   0.02153  -0.03966   0.01967   5.41118    28.52310  OK        CLOSE
sample1201      12.900     -0.01713   0.03938   0.84880      0.000644   0.02155  -0.03970   0.01965   5.41145    28.52920  OK        CLOSE
sample1202      15.200     -0.01338   0.03938   0.84893      0.000644   0.02154  -0.03968   0.01966   5.41131    28.53360  OK        CLOSE
sample1203      12.800     -0.02088   0.03938   0.84885      0.000644   0.02156  -0.03964   0.01964   5.41158    28.52470  OK        CLOSE
sample1204      12.600     -0.01901   0.03938   0.84887      0.000645   0.02156  -0.03965   0.01966   5.41138    28.52760  OK        CLOSE
sample1205      14.300     -0.01151   0.03938   0.84878      0.000644   0.02154  -0.03969   0.01968   5.41165    28.53370  OK        CLOSE
sample1206      14.400     -0.01526   0.03938   0.84891      0.000644   0.02155  -0.03967   0.01965   5.41124    28.53210  OK        CLOSE
sample1207      13.300     -0.02276   0.03938   0.84882      0.000644   0.02153  -0.03963   0.01967   5.41151    28.52320  OK        CLOSE
sample1208      13.000     -0.02369   0.03938   0.84879      0.000644   0.02153  -0.03966   0.01965   5.41134    28.52310  OK        CLOSE
sample1209      12.800     -0.01619   0.03938   0.84888      0.000643   0.02155  -0.03970   0.01967   5.41162    28.52920  OK        CLOSE
sample121       13.100     -0.01651   0.03938   0.84878      0.000644   0.02155  -0.03964   0.01967   5.41145    28.52980  OK        CLOSE
sample1210      16.900     -0.01244   0.03938   0.84884      0.000644   0.02154  -0.03968   0.01966   5.41121    28.53510  OK        CLOSE
sample1211      12.600     -0.01994   0.03938   0.84892      0.000644   0.02156  -0.03964   0.01968   5.41148    28.52620  OK        CLOSE
sample1212      12.500     -0.02182   0.03938   0.84881      0.000644   0.02157  -0.03965   0.01966   5.41128    28.52540  OK        CLOSE
sample1213      13.500     -0.01432   0.03938   0.84890      0.000645   0.02155  -0.03969   0.01964   5.41155    28.53140  OK        CLOSE
sample1214      12.700     -0.01807   0.03938   0.84886      0.000644   0.02156  -0.03967   0.01967   5.41141    28.52840  OK        CLOSE
sample1215      16.700     -0.02557   0.03938   0.84894      0.000644   0.02153  -0.03963   0.01965   5.41168    28.51940  OK        CLOSE
sample1216      14.000     -0.02568   0.03938   0.84888      0.000644   0.02153  -0.03968   0.01964   5.41133    28.52120  OK        CLOSE
sample1217      12.600     -0.01819   0.03938   0.84879      0.000644   0.02155  -0.03964   0.01966   5.41160    28.52730  OK        CLOSE
sample1218      15.300     -0.01443   0.03938   0.84892      0.000643   0.02154  -0.03963   0.01965   5.41120    28.53320  OK        CLOSE
sample1219      12.700     -0.02193   0.03938   0.84883      0.000644   0.02156  -0.03966   0.01967   5.41147    28.52420  OK        CLOSE
sample122       15.700     -0.01276   0.03938   0.84890      0.000644   0.02154  -0.03966   0.01966   5.41131    28.53430  OK        CLOSE
sample1220      12.600     -0.02006   0.03938   0.84890      0.000644   0.02156  -0.03970   0.01967   5.41127    28.52720  OK        CLOSE
sample1221      14.300     -0.01256   0.03938   0.84881      0.000644   0.02154  -0.03966   0.01965   5.41154    28.53320  OK        CLOSE
sample1222      13.300     -0.01631   0.03938   0.84894      0.000645   0.02155  -0.03963   0.01968   5.41140    28.53020  OK        CLOSE
sample1223      15.100     -0.02381   0.03938   0.84886      0.000644   0.02153  -0.03968   0.01966   5.41167    28.52130  OK        CLOSE
sample1224      12.500     -0.02287   0.03938   0.84880      0.000644   0.02153  -0.03969   0.01968   5.41116    28.52490  OK        CLOSE
sample1225      13.500     -0.01537   0.03938   0.84889      0.000644   0.02156  -0.03965   0.01966   5.41143    28.53100  OK        CLOSE
sample1226      16.800     -0.01162   0.03938   0.84884      0.000644   0.02155  -0.03963   0.01967   5.41130    28.53550  OK        CLOSE
sample1227      12.600     -0.01912   0.03938   0.84893      0.000643   0.02157  -0.03967   0.01965   5.41157    28.52650  OK        CLOSE
sample1228      12.500     -0.02100   0.03938   0.84878      0.000644   0.02156  -0.03970   0.01965   5.41137    28.52570  OK        CLOSE
sample1229      13.500     -0.01350   0.03938   0.84887      0.000644   0.02154  -0.03966   0.01967   5.41164    28.53180  OK        CLOSE
sample123       12.700     -0.02026   0.03938   0.84882      0.000643   0.02156  -0.03970   0.01968   5.41158    28.52530  OK        CLOSE
sample1230      13.600     -0.01725   0.03938   0.84882      0.000644   0.02155  -0.03964   0.01964   5.41123    28.53020  OK        CLOSE
sample1231      14.400     -0.02475   0.03938   0.84891      0.000645   0.02153  -0.03968   0.01966   5.41150    28.52120  OK        CLOSE
sample1232      13.000     -0.02428   0.03938   0.84893      0.000644   0.02154  -0.03965   0.01967   5.41125    28.52310  OK        CLOSE
sample1233      12.800     -0.01678   0.03938   0.84885      0.000643   0.02156  -0.03969   0.01965   5.41152    28.52910  OK        CLOSE
sample1234      14.900     -0.01303   0.03938   0.84889      0.000644   0.02153  -0.03967   0.01966   5.41138    28.53360  OK        CLOSE
sample1235      13.000     -0.02053   0.03938   0.84881      0.000644   0.02155  -0.03963   0.01964   5.41165    28.52460  OK        CLOSE
sample1236      12.800     -0.01865   0.03938   0.84891      0.000644   0.02155  -0.03966   0.01966   5.41132    28.52830  OK        CLOSE
sample1237      14.800     -0.01115   0.03938   0.84883      0.000645   0.02153  -0.03970   0.01968   5.41159    28.53440  OK        CLOSE
sample1238      15.000     -0.01490   0.03938   0.84887      0.000644   0.02157  -0.03968   0.01965   5.41118    28.53280  OK        CLOSE
sample1239      12.800     -0.02240   0.03938   0.84879      0.000644   0.02154  -0.03964   0.01966   5.41145    28.52390  OK        CLOSE
sample124       12.600     -0.02213   0.03938   0.84888      0.000644   0.02156  -0.03967   0.01966   5.41138    28.52450  OK        CLOSE
sample1240      13.100     -0.02334   0.03938   0.84882      0.000643   0.02154  -0.03965   0.01965   5.41142    28.52310  OK        CLOSE
sample1241      12.800     -0.01584   0.03938   0.84890      0.000644   0.02156  -0.03969   0.01967   5.41169    28.52920  OK        CLOSE
sample1242      16.500     -0.01209   0.03938   0.84878      0.000644   0.02153  -0.03967   0.01966   5.41128    28.53510  OK        CLOSE
sample1243      12.600     -0.01959   0.03938   0.84886      0.000644   0.02155  -0.03963   0.01968   5.41155    28.52610  OK        CLOSE
sample1244      12.500     -0.02147   0.03938   0.84884      0.000645   0.02155  -0.03966   0.01966   5.41121    28.52610  OK        CLOSE
sample1245      13.900     -0.01397   0.03938   0.84892      0.000644   0.02152  -0.03970   0.01964   5.41148    28.53210  OK        CLOSE
sample1246      13.000     -0.01772   0.03938   0.84880      0.000644   0.02156  -0.03968   0.01967   5.41135    28.52910  OK        CLOSE
sample1247      15.700     -0.02522   0.03938   0.84888      0.000644   0.02153  -0.03964   0.01965   5.41162    28.52010  OK        CLOSE
sample1248      13.300     -0.02545   0.03938   0.84878      0.000644   0.02155  -0.03966   0.01967   5.41121    28.52210  OK        CLOSE
sample1249      12.700     -0.01795   0.03938   0.84887      0.000645   0.02153  -0.03962   0.01965   5.41148    28.52820  OK        CLOSE
sample125       13.100     -0.01463   0.03938   0.84880      0.000644   0.02154  -0.03963   0.01964   5.41165    28.53060  OK        CLOSE
sample1250      14.500     -0.01420   0.03938   0.84883      0.000644   0.02156  -0.03964   0.01968   5.41134    28.53270  OK        CLOSE
sample1251      13.200     -0.02170   0.03938   0.84891      0.000644   0.02154  -0.03968   0.01966   5.41161    28.52370  OK        CLOSE
sample1252      12.500     -0.01983   0.03938   0.84880      0.000644   0.02154  -0.03967   0.01964   5.41141    28.52670  OK        CLOSE
sample1253      13.800     -0.01233   0.03938   0.84889      0.000643   0.02156  -0.03963   0.01966   5.41168    28.53270  OK        CLOSE
sample1254      13.900     -0.01608   0.03938   0.84885      0.000644   0.02152  -0.03965   0.01965   5.41127    28.53110  OK        CLOSE
sample1255      13.900     -0.02358   0.03938   0.84893      0.000644   0.02155  -0.03969   0.01967   5.41154    28.52220  OK        CLOSE
sample1256      12.600     -0.02264   0.03938   0.84890      0.000645   0.02155  -0.03967   0.01965   5.41131    28.52440  OK        CLOSE
sample1257      13.100     -0.01514   0.03938   0.84882      0.000644   0.02153  -0.03963   0.01967   5.41158    28.53040  OK        CLOSE
sample1258      18.400     -0.01139   0.03938   0.84894      0.000644   0.02156  -0.03965   0.01964   5.41117    28.53640  OK        CLOSE
sample1259      12.600     -0.01889   0.03938   0.84886      0.000644   0.02154  -0.03969   0.01966   5.41144    28.52740  OK        CLOSE
sample126       13.200     -0.01838   0.03938   0.84892      0.000644   0.02155  -0.03965   0.01967   5.41125    28.52900  OK        CLOSE
sample1260      12.600     -0.02076   0.03938   0.84888      0.000643   0.02154  -0.03968   0.01968   5.41124    28.52660  OK        CLOSE
sample1261      14.100     -0.01326   0.03938   0.84879      0.000644   0.02157  -0.03964   0.01966   5.41151    28.53270  OK        CLOSE
sample1262      13.100     -0.01701   0.03938   0.84892      0.000644   0.02153  -0.03966   0.01967   5.41137    28.52970  OK        CLOSE
sample1263      15.400     -0.02451   0.03938   0.84884      0.000644   0.02156  -0.03970   0.01965   5.41165    28.52070  OK        CLOSE
sample1264      13.800     -0.02498   0.03938   0.84884      0.000644   0.02156  -0.03963   0.01966   5.41139    28.52160  OK        CLOSE
sample1265      12.700     -0.01748   0.03938   0.84893      0.000644   0.02154  -0.03967   0.01968   5.41166    28.52760  OK        CLOSE
sample1266      15.300     -0.01373   0.03938   0.84880      0.000644   0.02155  -0.03969   0.01965   5.41126    28.53360  OK        CLOSE
sample1267      12.700     -0.02123   0.03938   0.84888      0.000644   0.02153  -0.03965   0.01967   5.41153    28.52460  OK        CLOSE
sample1268      13.000     -0.01936   0.03938   0.84882      0.000644   0.02153  -0.03964   0.01967   5.41119    28.52830  OK        CLOSE
sample1269      15.200     -0.01186   0.03938   0.84891      0.000644   0.02155  -0.03968   0.01965   5.41146    28.53440  OK        CLOSE
sample127       15.400     -0.02588   0.03938   0.84884      0.000645   0.02153  -0.03969   0.01965   5.41152    28.52000  OK        CLOSE
sample1270      13.900     -0.01561   0.03938   0.84878      0.000643   0.02154  -0.03970   0.01966   5.41132    28.53130  OK        CLOSE
sample1271      14.000     -0.02311   0.03938   0.84886      0.000644   0.02156  -0.03966   0.01964   5.41160    28.52240  OK        CLOSE
sample1272      13.000     -0.02404   0.03938   0.84892      0.000644   0.02156  -0.03963   0.01966   5.41129    28.52310  OK        CLOSE
sample1273      12.800     -0.01654   0.03938   0.84883      0.000644   0.02153  -0.03967   0.01964   5.41156    28.52910  OK        CLOSE
sample1274      14.800     -0.01279   0.03938   0.84887      0.000644   0.02155  -0.03969   0.01968   5.41143    28.53360  OK        CLOSE
sample1275      13.100     -0.02029   0.03938   0.84879      0.000645   0.02152  -0.03965   0.01965   5.41170    28.52470  OK        CLOSE
sample1276      12.600     -0.02217   0.03938   0.84894      0.000644   0.02153  -0.03964   0.01965   5.41136    28.52460  OK        CLOSE
sample1277      13.100     -0.01467   0.03938   0.84885      0.000644   0.02155  -0.03968   0.01967   5.41163    28.53060  OK        CLOSE
sample1278      13.200     -0.01842   0.03938   0.84889      0.000644   0.02154  -0.03970   0.01966   5.41122    28.52910  OK        CLOSE
sample1279      15.200     -0.02592   0.03938   0.84881      0.000643   0.02156  -0.03966   0.01968   5.41149    28.52010  OK        CLOSE
sample128       14.100     -0.02582   0.03938   0.84893      0.000644   0.02154  -0.03966   0.01966   5.41134    28.52110  OK        CLOSE
sample1280      13.600     -0.02589   0.03938   0.84893      0.000644   0.02153  -0.03963   0.01966   5.41122    28.52160  OK        CLOSE
sample1281      12.600     -0.01839   0.03938   0.84885      0.000644   0.02156  -0.03967   0.01964   5.41149    28.52760  OK        CLOSE
sample1282      14.200     -0.01464   0.03938   0.84889      0.000644   0.02152  -0.03969   0.01967   5.41136    28.53210  OK        CLOSE
sample1283      13.600     -0.02214   0.03938   0.84881      0.000643   0.02155  -0.03965   0.01965   5.41163    28.52320  OK        CLOSE
sample1284      12.500     -0.02026   0.03938   0.84891      0.000644   0.02155  -0.03962   0.01965   5.41143    28.52610  OK        CLOSE
sample1285      13.600     -0.01276   0.03938   0.84883      0.000644   0.02153  -0.03966   0.01967   5.41170    28.53220  OK        CLOSE
sample1286      13.700     -0.01651   0.03938   0.84887      0.000644   0.02156  -0.03968   0.01966   5.41129    28.53060  OK        CLOSE
sample1287      14.300     -0.02402   0.03938   0.84879      0.000645   0.02154  -0.03964   0.01968   5.41156    28.52170  OK        CLOSE
sample1288      12.700     -0.02308   0.03938   0.84884      0.000644   0.02154  -0.03964   0.01966   5.41132    28.52390  OK        CLOSE
sample1289      13.000     -0.01558   0.03938   0.84892      0.000644   0.02156  -0.03968   0.01968   5.41160    28.52990  OK        CLOSE
